County,County_FIPS,ThunderstormWind_Count,Tornado_Count,ThunderstormWind_Deaths,Tornado_Deaths,ThunderstormWind_Injuries,Tornado_Injuries,ThunderstormWind_PropertyDamages,Tornado_PropertyDamages,CoastalFlood_Count,StormSurge/Tide_Count,CoastalFlood_Deaths,StormSurge/Tide_Deaths,CoastalFlood_Injuries,StormSurge/Tide_Injuries,CoastalFlood_PropertyDamages,StormSurge/Tide_PropertyDamages,Hurricane_Count,TropicalDepression_Count,TropicalStorm_Count,Hurricane_Deaths,TropicalDepression_Deaths,TropicalStorm_Deaths,Hurricane_Injuries,TropicalDepression_Injuries,TropicalStorm_Injuries,Hurricane_PropertyDamages,TropicalDepression_PropertyDamages,TropicalStorm_PropertyDamages,Flood_Count,Hail_Count,Flood_Deaths,Hail_Deaths,Flood_Injuries,Hail_Injuries,Flood_PropertyDamages,Hail_PropertyDamages,Avg_Hail_Size,Avg_ThWind_Speed,Avg_Tor_EF,Cluster
AUTAUGA CO.,1,131,35,0,10,3,73,1789000,13711600,,,,,,,,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,260000.0,4.0,59.0,0.0,0.0,0.0,0.0,0.0,2711000.0,1.1977966101694917,50.74045801526717,0.7714285714285715,6
BALDWIN CO.,3,183,47,0,0,14,7,2409500,2202000,6.0,19.0,0.0,1.0,0.0,0.0,20000.0,9528000.0,12.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,234555000.0,0.0,4380000.0,9.0,94.0,1.0,0.0,0.0,0.0,18000.0,17000.0,1.1959574468085106,54.34426229508197,0.4893617021276595,8
BARBOUR CO.,5,62,35,0,0,0,4,138000,745000,,,,,,,,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000.0,77000.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,83000.0,1.214090909090909,51.14754098360656,0.6571428571428571,3
BIBB CO.,7,70,27,0,1,1,16,389000,14452750,,,,,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,260000.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,259000.0,1.1497560975609755,52.31884057971015,0.925925925925926,3
BLOUNT CO.,9,210,40,0,0,15,40,694000,28673500,,,,,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,97000.0,6.0,77.0,0.0,0.0,0.0,0.0,0.0,40000.0,1.1563636363636365,51.114285714285714,1.0,6
BULLOCK CO.,11,48,19,0,0,0,0,493000,159000,,,,,,,,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,64000.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14000.0,0.9673333333333332,52.208333333333336,0.3684210526315789,3
BUTLER CO.,13,86,13,1,0,1,3,1210000,561000,,,,,,,,,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434000.0,1.0,23.0,0.0,0.0,0.0,0.0,600000.0,1000.0,0.9356521739130436,55.30232558139535,0.4615384615384615,1
CALHOUN CO.,15,142,18,0,17,0,54,1140000,127124000,,,,,,,,,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,56000.0,2.0,115.0,0.0,0.0,0.0,0.0,0.0,433500.0,1.1430434782608694,51.5,1.2222222222222223,3
CHAMBERS CO.,17,73,17,0,0,0,2,306000,2113000,,,,,,,,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,33000.0,3.0,59.0,0.0,0.0,0.0,0.0,2526000.0,26000.0,1.1952542372881356,50.84931506849315,0.7647058823529411,3
CHEROKEE CO.,19,153,10,0,3,2,33,555500,20639000,,,,,,,,,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,108000.0,8.0,90.0,0.0,0.0,0.0,0.0,0.0,89000.0,1.200888888888889,51.00653594771242,1.3,3
CHILTON CO.,21,106,22,0,0,0,1,521000,848000,,,,,,,,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,180000.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,183000.0,1.1996610169491526,51.62264150943396,0.8181818181818182,3
CHOCTAW CO.,23,118,26,0,0,0,4,718000,15062000,,,,,,,,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1321000.0,1.1658064516129032,52.067796610169495,1.0,1
CLARKE CO.,25,227,22,0,0,0,2,1095000,718000,,,,,,,,,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,76.0,0.0,0.0,0.0,0.0,255000.0,115000.0,1.1357894736842105,53.49339207048458,0.9090909090909092,1
CLAY CO.,27,83,11,0,0,1,1,298000,411000,,,,,,,,,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,69000.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,7000.0,1.03825,51.40963855421687,0.4545454545454545,3
CLEBURNE CO.,29,63,7,0,0,0,0,611100,1900000,,,,,,,,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,49000.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.2132432432432432,52.193548387096776,1.1428571428571428,3
COFFEE CO.,31,329,15,1,9,1,52,1901750,254463500,,,,,,,,,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,1650000.0,7.0,34.0,2.0,0.0,0.0,0.0,1785000.0,55000.0,0.9938235294117648,51.86163522012578,0.4,2
COLBERT CO.,33,672,28,1,0,1,3,22667900,633000,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,20.0,87.0,0.0,0.0,0.0,0.0,0.0,24000.0,1.0614942528735631,49.09375,0.7142857142857143,10
CONECUH CO.,35,74,15,0,1,1,0,1987000,2093000,,,,,,,,,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9711764705882354,54.58108108108108,0.4666666666666667,1
COOSA CO.,37,44,18,0,0,0,2,89000,415100,,,,,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,140000.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,25000.0,1.1280851063829789,51.93181818181818,0.8888888888888888,3
COVINGTON CO.,39,128,22,0,2,2,3,1120000,4340000,,,,,,,,,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,1.0,76.0,0.0,0.0,0.0,0.0,3160000.0,21000.0,1.3164473684210527,54.4375,0.4090909090909091,2
CRENSHAW CO.,41,122,17,0,0,0,0,1561000,1187000,,,,,,,,,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71000.0,2.0,21.0,0.0,0.0,0.0,0.0,135000.0,17000.0,1.1428571428571428,53.09016393442623,0.6470588235294118,1
CULLMAN CO.,43,373,53,1,2,17,11,4144500,23855000,,,,,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,169.0,0.0,0.0,0.0,0.0,310000.0,49000.0,1.153491124260355,52.39247311827957,0.8867924528301887,6
DALE CO.,45,314,20,0,0,0,34,2039750,8946000,,,,,,,,,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,1125000.0,6.0,42.0,0.0,0.0,0.0,0.0,228000.0,0.0,1.1314285714285717,51.90365448504984,0.45,1
DALLAS CO.,47,85,22,0,0,0,5,500500,959500,,,,,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7000.0,840000.0,1.0,60.0,0.0,0.0,0.0,0.0,15000.0,260000.0,1.3253333333333333,51.27058823529412,0.6363636363636364,3
DEKALB CO.,49,414,45,0,32,11,45,2066400,9278000,,,,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,23.0,139.0,0.0,0.0,0.0,0.0,0.0,285000.0,1.1089208633093524,50.94202898550725,1.4,6
ELMORE CO.,51,209,37,0,6,3,24,1085000,51848900,,,,,,,,,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,235000.0,3.0,73.0,0.0,0.0,0.0,0.0,5000.0,611000.0,1.2009589041095892,50.36842105263158,0.7297297297297297,5
ESCAMBIA CO.,53,125,13,0,0,13,20,2180000,7441000,,,,,,,,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,0.0,0.0,767000.0,51000.0,1.3021951219512196,55.208,0.8461538461538461,1
ETOWAH CO.,55,217,17,0,0,35,22,1345500,20934000,,,,,,,,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,47000.0,8.0,84.0,0.0,0.0,0.0,0.0,0.0,100000.0,1.193809523809524,51.866359447004605,1.2941176470588236,6
FAYETTE CO.,57,104,37,1,4,3,8,709000,13399000,,,,,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.04,51.25,1.0,6
FRANKLIN CO.,59,195,12,0,27,1,1,1100200,50610000,,,,,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,82.0,0.0,0.0,0.0,0.0,0.0,62000.0,1.0882926829268291,53.59487179487179,1.1666666666666667,6
GENEVA CO.,61,209,19,0,1,2,9,2017500,3318000,,,,,,,,,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,1710860.0,12.0,21.0,0.0,0.0,0.0,0.0,3001000.0,0.0,1.5357142857142858,51.54822335025381,0.631578947368421,2
GREENE CO.,63,52,24,0,0,1,2,323500,8504800,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1965000.0,4.0,33.0,0.0,0.0,0.0,0.0,23000.0,131000.0,1.0196969696969695,52.03846153846154,0.7083333333333334,3
HALE CO.,65,74,39,0,7,0,56,417000,21130500,,,,,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1000.0,2175000.0,6.0,54.0,0.0,0.0,0.0,0.0,3000.0,314000.0,1.2874074074074071,51.729729729729726,0.8205128205128205,3
HENRY CO.,67,176,27,0,2,1,32,650250,21832000,,,,,,,,,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,905590.0,2.0,19.0,0.0,0.0,0.0,0.0,301000.0,0.0,1.184736842105263,51.43373493975904,0.7407407407407407,1
HOUSTON CO.,69,355,26,5,0,6,5,4654800,2412000,,,,,,,,,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3590000.0,0.0,580000.0,12.0,47.0,0.0,0.0,0.0,0.0,2474460.0,0.0,1.035531914893617,51.81736526946108,0.5384615384615384,2
JACKSON CO.,71,368,37,0,12,5,15,1486100,6398000,,,,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,28.0,90.0,0.0,0.0,0.0,0.0,10000.0,120000.0,1.0954444444444444,50.85326086956522,1.0810810810810811,6
JEFFERSON CO.,73,393,52,3,24,15,840,2808600,737010000,,,,,,,,,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,6400000.0,12.0,263.0,0.0,0.0,0.0,0.0,20000.0,1326000.0,1.0773764258555134,51.83673469387755,1.0384615384615383,9
LAMAR CO.,75,177,26,0,2,1,3,1112000,1567000,,,,,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1860000.0,5.0,83.0,0.0,0.0,0.0,0.0,0.0,162000.0,1.139156626506024,52.18079096045198,0.8461538461538461,6
LAUDERDALE CO.,77,953,25,1,0,2,5,10942500,4890000,,,,,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,49.0,148.0,0.0,0.0,0.0,0.0,1018000.0,6500.0,1.1235135135135137,48.40861344537815,1.0,10
LAWRENCE CO.,79,232,29,0,20,3,25,3451100,40818000,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,104.0,0.0,0.0,0.0,0.0,0.0,75000.0,1.1525,53.116379310344826,0.9655172413793104,6
LEE CO.,81,116,33,0,23,1,109,439000,5614000,,,,,,,,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,55000.0,2.0,85.0,0.0,0.0,0.0,0.0,1750000.0,295000.0,1.052235294117647,50.23275862068966,0.6060606060606061,3
LIMESTONE CO.,83,336,54,0,6,0,78,4290500,1001723000,,,,,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,133.0,0.0,0.0,0.0,0.0,0.0,13000.0,1.1737593984962404,52.42857142857143,0.5370370370370371,6
LOWNDES CO.,85,57,12,0,0,4,15,255500,541000,,,,,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,360000.0,2.0,38.0,0.0,0.0,0.0,0.0,15000.0,83000.0,1.1589473684210525,50.85964912280702,0.9166666666666666,3
MACON CO.,87,53,21,0,0,0,2,246500,836000,,,,,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,90000.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,181000.0,1.2796666666666667,51.71698113207548,0.6666666666666666,3
MADISON CO.,89,740,50,2,10,19,8,15055900,1822000,,,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,346.0,1.0,0.0,0.0,0.0,10000.0,270000.0,1.130751445086705,50.45540540540541,0.72,10
MARENGO CO.,91,65,40,0,2,4,13,300500,26134000,,,,,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,3300000.0,6.0,58.0,0.0,0.0,0.0,0.0,5000.0,114000.0,1.3108620689655173,52.09230769230769,1.075,3
MARION CO.,93,175,28,0,25,3,201,1284250,177342500,,,,,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3060000.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,51000.0,1.1155102040816325,51.66857142857143,0.9642857142857144,6
MARSHALL CO.,95,368,43,2,6,3,97,1667000,16066000,,,,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,22.0,144.0,0.0,0.0,0.0,1.0,465000.0,96000.0,1.1104166666666666,51.10597826086956,1.0232558139534884,7
MOBILE CO.,97,251,56,0,0,9,10,5664000,4184000,16.0,19.0,0.0,0.0,0.0,0.0,50000.0,15500000.0,11.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3696060000.0,0.0,5960000.0,8.0,120.0,0.0,0.0,0.0,0.0,20000.0,51000.0,1.042,54.21513944223108,0.5178571428571429,8
MONROE CO.,99,90,12,0,0,1,0,987000,1983000,,,,,,,,,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.0,0.0,0.0,0.0,0.0,300000.0,0.0,1.1711363636363636,54.25555555555555,0.75,1
MONTGOMERY CO.,101,110,33,0,2,1,16,1137500,3163000,,,,,,,,,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13000.0,375000.0,6.0,59.0,0.0,0.0,0.0,0.0,7000.0,257000.0,1.1110169491525423,51.28181818181818,0.4848484848484848,3
MORGAN CO.,103,370,29,1,1,3,0,3870800,1017000,,,,,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,121.0,0.0,0.0,0.0,0.0,1100000.0,154000.0,1.2564462809917356,51.15135135135135,1.0689655172413792,6
PERRY CO.,105,41,31,0,0,0,0,373000,2240000,,,,,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,1240000.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,416000.0,1.2445238095238094,52.46341463414634,0.8387096774193549,3
PICKENS CO.,107,89,32,0,3,1,23,621000,10609000,,,,,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,565000.0,6.0,58.0,0.0,0.0,0.0,0.0,0.0,26000.0,1.1298275862068965,52.40449438202247,0.9375,6
PIKE CO.,109,69,30,0,0,1,9,226250,763000,,,,,,,,,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,68000.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,121000.0,1.26,51.3768115942029,0.5333333333333333,3
RANDOLPH CO.,111,109,12,0,0,1,0,2004000,353000,,,,,,,,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,62000.0,5.0,69.0,0.0,0.0,1.0,0.0,301000.0,77000.0,1.1817391304347824,52.38532110091743,0.6666666666666666,4
RUSSELL CO.,113,72,18,0,0,0,7,231250,809000,,,,,,,,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17000.0,63000.0,1.0,61.0,0.0,0.0,0.0,0.0,200000.0,255000.0,1.289672131147541,51.013888888888886,0.7777777777777778,3
SHELBY CO.,117,258,32,0,0,0,8,1382000,5041750,,,,,,,,,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,3200000.0,6.0,140.0,0.0,0.0,0.0,0.0,510000.0,793000.0,1.0475714285714286,51.41634241245136,0.65625,3
ST. CLAIR CO.,115,176,26,2,13,1,39,1019000,202578000,,,,,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,142000.0,3.0,85.0,0.0,0.0,0.0,0.0,0.0,65000.0,1.099529411764706,51.66477272727273,1.0,6
SUMTER CO.,119,110,20,0,0,1,4,328000,14350000,,,,,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4210000.0,7.0,71.0,0.0,0.0,0.0,0.0,150000.0,27000.0,0.976338028169014,50.64545454545455,1.1,3
TALLADEGA CO.,121,180,16,0,0,2,15,1161000,2548000,,,,,,,,,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,175000.0,8.0,118.0,0.0,0.0,0.0,0.0,530000.0,166000.0,1.1647457627118645,50.66111111111111,0.6875,3
TALLAPOOSA CO.,123,151,26,0,2,2,12,936000,115375800,,,,,,,,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7000.0,255000.0,3.0,73.0,0.0,0.0,0.0,0.0,0.0,85000.0,1.2335616438356165,51.17880794701987,0.7307692307692307,3
TUSCALOOSA CO.,125,242,61,3,55,4,964,3098000,1536033000,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2000.0,5700000.0,10.0,165.0,0.0,0.0,0.0,0.0,0.0,590000.0,1.104848484848485,52.19421487603306,0.9344262295081968,9
WALKER CO.,127,218,33,1,19,8,127,1019500,136578000,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,855000.0,2.0,131.0,0.0,0.0,0.0,0.0,0.0,1697000.0,1.1981679389312978,51.86238532110092,1.2121212121212122,6
WASHINGTON CO.,129,93,20,0,3,6,4,2246000,5854000,,,,,,,,,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1410000.0,1.1078,53.68817204301075,0.8,1
WILCOX CO.,131,43,9,0,1,0,2,390000,2010000,,,,,,,,,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3000.0,1.0443478260869563,53.27906976744186,1.2222222222222223,1
WINSTON CO.,133,150,28,0,1,3,59,1392500,13086500,,,,,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060000.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,114000.0,1.0977464788732394,51.82,1.1785714285714286,6
